sa2_code,indicator_key,raw_value,score,rating,reference_period,start_year,end_year,quality_status,quality_note,coverage_fraction,method_id
208041195,green_space_per_resident,22.39965967508302,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011196,rent_weekly,385,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011196,population_growth,0.42739193783389995,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011196,transport_access,6.1882477995788285,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999253,ptal-area-weighted-mean-v1
209011196,green_space_per_resident,33.59526741180164,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011197,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011197,population_growth,0.06082440462265475,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011197,transport_access,6.353244736584975,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999744,ptal-area-weighted-mean-v1
209011197,green_space_per_resident,58.551320240128895,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011198,rent_weekly,401,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011198,population_growth,1.6516516516516517,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011198,transport_access,9.449927718715863,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209011198,green_space_per_resident,54.83170830861137,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011199,rent_weekly,353,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011199,population_growth,10.836550836550837,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011199,transport_access,10.765244022694793,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999908,ptal-area-weighted-mean-v1
209011199,green_space_per_resident,43.9896598768,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011200,rent_weekly,440,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011200,population_growth,2.367460995109835,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011200,transport_access,11.11807811626488,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999716,ptal-area-weighted-mean-v1
209011200,green_space_per_resident,52.85723631563855,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011201,rent_weekly,451,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011201,population_growth,2.317134268537074,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011201,transport_access,6.551490580948878,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209011201,green_space_per_resident,117.28445200463453,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011202,rent_weekly,415,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011202,population_growth,0.8104111209701271,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011202,transport_access,3.8491112281313984,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209011202,green_space_per_resident,87.00749423174864,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011203,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011203,population_growth,-1.016260162601626,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011203,transport_access,3.9629480721358834,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999843,ptal-area-weighted-mean-v1
209011203,green_space_per_resident,111.45684820936683,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209011204,rent_weekly,390,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209011204,population_growth,0.29548332629801605,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209011204,transport_access,8.41199596235031,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209011204,green_space_per_resident,37.75833873627999,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021205,rent_weekly,369,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021205,population_growth,12.20824295010846,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021205,transport_access,4.725187306506631,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209021205,green_space_per_resident,134.8968690807046,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021428,rent_weekly,391,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021428,population_growth,7.619792145681965,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021428,transport_access,17.94806836419761,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209021428,green_space_per_resident,15.05041051140941,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021429,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021429,population_growth,2.500376562735352,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021429,transport_access,15.710724910975244,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209021429,green_space_per_resident,12.328655635507058,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021523,rent_weekly,358,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021523,population_growth,4.908448442017346,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021523,transport_access,11.555511480240167,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999852,ptal-area-weighted-mean-v1
209021523,green_space_per_resident,34.659266126293275,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021524,rent_weekly,371,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021524,population_growth,-5.7510148849797025,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021524,transport_access,6.664979088350182,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209021524,green_space_per_resident,46.37302480776697,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021525,rent_weekly,349,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021525,population_growth,5.552653183073364,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021525,transport_access,16.075367203500022,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999758,ptal-area-weighted-mean-v1
209021525,green_space_per_resident,27.796449277317507,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209021526,rent_weekly,361,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209021526,population_growth,3.7302338153804566,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209021526,transport_access,11.174440780681005,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999888,ptal-area-weighted-mean-v1
209021526,green_space_per_resident,34.9131961901553,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031209,rent_weekly,446,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031209,population_growth,-1.8413304026873472,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031209,transport_access,2.6642812854057505,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209031209,green_space_per_resident,131.8579664381294,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031210,rent_weekly,420,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031210,population_growth,-3.056167400881057,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031210,transport_access,0.38889799891268667,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999901,ptal-area-weighted-mean-v1
209031210,green_space_per_resident,183.28543858251578,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031211,rent_weekly,306,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031211,population_growth,5.920421860019175,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031211,transport_access,0.0103746489817976,,,Morning access index; live snapshot retrieved 2026-09-08,,,limited,"The transport data covers less than half of this area, so treat this figure with care. It is a land-area-weighted average of the morning (8–9am) access index over the covered part only.",0.019059147986953316,ptal-area-weighted-mean-v1
209031211,green_space_per_resident,0.21671324410955722,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031212,rent_weekly,300,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031212,population_growth,-2.024446142093201,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031212,transport_access,0.004859867346973333,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999981,ptal-area-weighted-mean-v1
209031212,green_space_per_resident,1222.6241749391907,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031213,rent_weekly,480,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031213,population_growth,-1.884666598381645,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031213,transport_access,0.9924436202721011,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999987,ptal-area-weighted-mean-v1
209031213,green_space_per_resident,495.48357898193746,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031214,rent_weekly,462,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031214,population_growth,0.5715102157451064,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031214,transport_access,0.5064636456886403,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209031214,green_space_per_resident,364.157755619697,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209031215,rent_weekly,429,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209031215,population_growth,1.9205706838603471,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209031215,transport_access,1.2950250966950132,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999996,ptal-area-weighted-mean-v1
209031215,green_space_per_resident,63.69444895980026,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041216,rent_weekly,381,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041216,population_growth,3.2731958762886597,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041216,transport_access,3.5399046051488194,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041216,green_space_per_resident,191.53926748585755,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041217,rent_weekly,380,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041217,population_growth,5.307132910413121,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041217,transport_access,6.062603729202936,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041217,green_space_per_resident,52.162040352241085,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041220,rent_weekly,365,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041220,population_growth,-3.633577760752982,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041220,transport_access,4.543214455477479,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999547,ptal-area-weighted-mean-v1
209041220,green_space_per_resident,80.32560342975712,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041221,rent_weekly,369,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041221,population_growth,-3.387408590400941,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041221,transport_access,4.115962377317908,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041221,green_space_per_resident,77.31883768730054,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041223,rent_weekly,350,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041223,population_growth,-2.7298918433854436,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041223,transport_access,4.82822166710573,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
209041223,green_space_per_resident,62.945180592477065,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041224,rent_weekly,361,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041224,population_growth,40.843893608132575,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041224,transport_access,0.02188932909761587,,,Morning access index; live snapshot retrieved 2026-09-08,,,limited,"The transport data covers less than half of this area, so treat this figure with care. It is a land-area-weighted average of the morning (8–9am) access index over the covered part only.",0.17194353023729927,ptal-area-weighted-mean-v1
209041224,green_space_per_resident,21.706327965464386,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041225,rent_weekly,375,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041225,population_growth,85.39222686932571,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041225,transport_access,0.05868976109480124,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999981954265711,ptal-area-weighted-mean-v1
209041225,green_space_per_resident,1072.3377975485944,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041431,rent_weekly,360,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041431,population_growth,-1.72551294134706,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
209041431,transport_access,3.393567437315575,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999867,ptal-area-weighted-mean-v1
209041431,green_space_per_resident,85.37599025200109,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
209041432,rent_weekly,350,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
209041432,population_growth,-3.847487001733102,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
