sa2_code,indicator_key,source_id,role
207011152,green_space_per_resident,abs-sa2-2021,boundary
207011154,rent_weekly,abs-census-2021-g02,raw_measure
207011154,rent_weekly,abs-sa2-2021,boundary
207011154,population_growth,abs-erp-2024-25,endpoints
207011154,population_growth,abs-sa2-2021,boundary
207011154,transport_access,dtp-ptal-snapshot,raw_measure
207011154,transport_access,abs-sa2-2021,boundary
207011154,green_space_per_resident,vpa-open-space-snapshot,numerator
207011154,green_space_per_resident,abs-erp-2024-25,denominator
207011154,green_space_per_resident,abs-sa2-2021,boundary
207011155,rent_weekly,abs-census-2021-g02,raw_measure
207011155,rent_weekly,abs-sa2-2021,boundary
207011155,population_growth,abs-erp-2024-25,endpoints
207011155,population_growth,abs-sa2-2021,boundary
207011155,transport_access,dtp-ptal-snapshot,raw_measure
207011155,transport_access,abs-sa2-2021,boundary
207011155,green_space_per_resident,vpa-open-space-snapshot,numerator
207011155,green_space_per_resident,abs-erp-2024-25,denominator
207011155,green_space_per_resident,abs-sa2-2021,boundary
207011519,rent_weekly,abs-census-2021-g02,raw_measure
207011519,rent_weekly,abs-sa2-2021,boundary
207011519,population_growth,abs-erp-2024-25,endpoints
207011519,population_growth,abs-sa2-2021,boundary
207011519,transport_access,dtp-ptal-snapshot,raw_measure
207011519,transport_access,abs-sa2-2021,boundary
207011519,green_space_per_resident,vpa-open-space-snapshot,numerator
207011519,green_space_per_resident,abs-erp-2024-25,denominator
207011519,green_space_per_resident,abs-sa2-2021,boundary
207011520,rent_weekly,abs-census-2021-g02,raw_measure
207011520,rent_weekly,abs-sa2-2021,boundary
207011520,population_growth,abs-erp-2024-25,endpoints
207011520,population_growth,abs-sa2-2021,boundary
207011520,transport_access,dtp-ptal-snapshot,raw_measure
207011520,transport_access,abs-sa2-2021,boundary
207011520,green_space_per_resident,vpa-open-space-snapshot,numerator
207011520,green_space_per_resident,abs-erp-2024-25,denominator
207011520,green_space_per_resident,abs-sa2-2021,boundary
207011521,rent_weekly,abs-census-2021-g02,raw_measure
207011521,rent_weekly,abs-sa2-2021,boundary
207011521,population_growth,abs-erp-2024-25,endpoints
207011521,population_growth,abs-sa2-2021,boundary
207011521,transport_access,dtp-ptal-snapshot,raw_measure
207011521,transport_access,abs-sa2-2021,boundary
207011521,green_space_per_resident,vpa-open-space-snapshot,numerator
207011521,green_space_per_resident,abs-erp-2024-25,denominator
207011521,green_space_per_resident,abs-sa2-2021,boundary
207011522,rent_weekly,abs-census-2021-g02,raw_measure
207011522,rent_weekly,abs-sa2-2021,boundary
207011522,population_growth,abs-erp-2024-25,endpoints
207011522,population_growth,abs-sa2-2021,boundary
207011522,transport_access,dtp-ptal-snapshot,raw_measure
207011522,transport_access,abs-sa2-2021,boundary
207011522,green_space_per_resident,vpa-open-space-snapshot,numerator
207011522,green_space_per_resident,abs-erp-2024-25,denominator
207011522,green_space_per_resident,abs-sa2-2021,boundary
207021156,rent_weekly,abs-census-2021-g02,raw_measure
207021156,rent_weekly,abs-sa2-2021,boundary
207021156,population_growth,abs-erp-2024-25,endpoints
207021156,population_growth,abs-sa2-2021,boundary
207021156,transport_access,dtp-ptal-snapshot,raw_measure
207021156,transport_access,abs-sa2-2021,boundary
207021156,green_space_per_resident,vpa-open-space-snapshot,numerator
207021156,green_space_per_resident,abs-erp-2024-25,denominator
207021156,green_space_per_resident,abs-sa2-2021,boundary
207021157,rent_weekly,abs-census-2021-g02,raw_measure
207021157,rent_weekly,abs-sa2-2021,boundary
207021157,population_growth,abs-erp-2024-25,endpoints
207021157,population_growth,abs-sa2-2021,boundary
207021157,transport_access,dtp-ptal-snapshot,raw_measure
207021157,transport_access,abs-sa2-2021,boundary
207021157,green_space_per_resident,vpa-open-space-snapshot,numerator
207021157,green_space_per_resident,abs-erp-2024-25,denominator
207021157,green_space_per_resident,abs-sa2-2021,boundary
207021159,rent_weekly,abs-census-2021-g02,raw_measure
207021159,rent_weekly,abs-sa2-2021,boundary
207021159,population_growth,abs-erp-2024-25,endpoints
207021159,population_growth,abs-sa2-2021,boundary
207021159,transport_access,dtp-ptal-snapshot,raw_measure
207021159,transport_access,abs-sa2-2021,boundary
207021159,green_space_per_resident,vpa-open-space-snapshot,numerator
207021159,green_space_per_resident,abs-erp-2024-25,denominator
207021159,green_space_per_resident,abs-sa2-2021,boundary
207021160,rent_weekly,abs-census-2021-g02,raw_measure
207021160,rent_weekly,abs-sa2-2021,boundary
207021160,population_growth,abs-erp-2024-25,endpoints
207021160,population_growth,abs-sa2-2021,boundary
207021160,transport_access,dtp-ptal-snapshot,raw_measure
207021160,transport_access,abs-sa2-2021,boundary
207021160,green_space_per_resident,vpa-open-space-snapshot,numerator
207021160,green_space_per_resident,abs-erp-2024-25,denominator
207021160,green_space_per_resident,abs-sa2-2021,boundary
207021424,rent_weekly,abs-census-2021-g02,raw_measure
207021424,rent_weekly,abs-sa2-2021,boundary
207021424,population_growth,abs-erp-2024-25,endpoints
207021424,population_growth,abs-sa2-2021,boundary
207021424,transport_access,dtp-ptal-snapshot,raw_measure
207021424,transport_access,abs-sa2-2021,boundary
207021424,green_space_per_resident,vpa-open-space-snapshot,numerator
207021424,green_space_per_resident,abs-erp-2024-25,denominator
207021424,green_space_per_resident,abs-sa2-2021,boundary
207021425,rent_weekly,abs-census-2021-g02,raw_measure
207021425,rent_weekly,abs-sa2-2021,boundary
207021425,population_growth,abs-erp-2024-25,endpoints
207021425,population_growth,abs-sa2-2021,boundary
207021425,transport_access,dtp-ptal-snapshot,raw_measure
207021425,transport_access,abs-sa2-2021,boundary
207021425,green_space_per_resident,vpa-open-space-snapshot,numerator
207021425,green_space_per_resident,abs-erp-2024-25,denominator
207021425,green_space_per_resident,abs-sa2-2021,boundary
207031161,rent_weekly,abs-census-2021-g02,raw_measure
207031161,rent_weekly,abs-sa2-2021,boundary
207031161,population_growth,abs-erp-2024-25,endpoints
207031161,population_growth,abs-sa2-2021,boundary
207031161,transport_access,dtp-ptal-snapshot,raw_measure
207031161,transport_access,abs-sa2-2021,boundary
207031161,green_space_per_resident,vpa-open-space-snapshot,numerator
207031161,green_space_per_resident,abs-erp-2024-25,denominator
207031161,green_space_per_resident,abs-sa2-2021,boundary
207031162,rent_weekly,abs-census-2021-g02,raw_measure
207031162,rent_weekly,abs-sa2-2021,boundary
207031162,population_growth,abs-erp-2024-25,endpoints
207031162,population_growth,abs-sa2-2021,boundary
207031162,transport_access,dtp-ptal-snapshot,raw_measure
207031162,transport_access,abs-sa2-2021,boundary
207031162,green_space_per_resident,vpa-open-space-snapshot,numerator
207031162,green_space_per_resident,abs-erp-2024-25,denominator
207031162,green_space_per_resident,abs-sa2-2021,boundary
207031163,rent_weekly,abs-census-2021-g02,raw_measure
207031163,rent_weekly,abs-sa2-2021,boundary
207031163,population_growth,abs-erp-2024-25,endpoints
207031163,population_growth,abs-sa2-2021,boundary
207031163,transport_access,dtp-ptal-snapshot,raw_measure
207031163,transport_access,abs-sa2-2021,boundary
207031163,green_space_per_resident,vpa-open-space-snapshot,numerator
207031163,green_space_per_resident,abs-erp-2024-25,denominator
207031163,green_space_per_resident,abs-sa2-2021,boundary
207031164,rent_weekly,abs-census-2021-g02,raw_measure
207031164,rent_weekly,abs-sa2-2021,boundary
207031164,population_growth,abs-erp-2024-25,endpoints
207031164,population_growth,abs-sa2-2021,boundary
207031164,transport_access,dtp-ptal-snapshot,raw_measure
207031164,transport_access,abs-sa2-2021,boundary
207031164,green_space_per_resident,vpa-open-space-snapshot,numerator
207031164,green_space_per_resident,abs-erp-2024-25,denominator
207031164,green_space_per_resident,abs-sa2-2021,boundary
207031165,rent_weekly,abs-census-2021-g02,raw_measure
207031165,rent_weekly,abs-sa2-2021,boundary
207031165,population_growth,abs-erp-2024-25,endpoints
207031165,population_growth,abs-sa2-2021,boundary
207031165,transport_access,dtp-ptal-snapshot,raw_measure
207031165,transport_access,abs-sa2-2021,boundary
207031165,green_space_per_resident,vpa-open-space-snapshot,numerator
207031165,green_space_per_resident,abs-erp-2024-25,denominator
207031165,green_space_per_resident,abs-sa2-2021,boundary
207031166,rent_weekly,abs-census-2021-g02,raw_measure
207031166,rent_weekly,abs-sa2-2021,boundary
207031166,population_growth,abs-erp-2024-25,endpoints
207031166,population_growth,abs-sa2-2021,boundary
207031166,transport_access,dtp-ptal-snapshot,raw_measure
207031166,transport_access,abs-sa2-2021,boundary
207031166,green_space_per_resident,vpa-open-space-snapshot,numerator
207031166,green_space_per_resident,abs-erp-2024-25,denominator
207031166,green_space_per_resident,abs-sa2-2021,boundary
207031167,rent_weekly,abs-census-2021-g02,raw_measure
207031167,rent_weekly,abs-sa2-2021,boundary
207031167,population_growth,abs-erp-2024-25,endpoints
207031167,population_growth,abs-sa2-2021,boundary
207031167,transport_access,dtp-ptal-snapshot,raw_measure
207031167,transport_access,abs-sa2-2021,boundary
207031167,green_space_per_resident,vpa-open-space-snapshot,numerator
207031167,green_space_per_resident,abs-erp-2024-25,denominator
207031167,green_space_per_resident,abs-sa2-2021,boundary
208011168,rent_weekly,abs-census-2021-g02,raw_measure
208011168,rent_weekly,abs-sa2-2021,boundary
208011168,population_growth,abs-erp-2024-25,endpoints
208011168,population_growth,abs-sa2-2021,boundary
208011168,transport_access,dtp-ptal-snapshot,raw_measure
208011168,transport_access,abs-sa2-2021,boundary
208011168,green_space_per_resident,vpa-open-space-snapshot,numerator
208011168,green_space_per_resident,abs-erp-2024-25,denominator
208011168,green_space_per_resident,abs-sa2-2021,boundary
208011169,rent_weekly,abs-census-2021-g02,raw_measure
208011169,rent_weekly,abs-sa2-2021,boundary
208011169,population_growth,abs-erp-2024-25,endpoints
208011169,population_growth,abs-sa2-2021,boundary
208011169,transport_access,dtp-ptal-snapshot,raw_measure
208011169,transport_access,abs-sa2-2021,boundary
208011169,green_space_per_resident,vpa-open-space-snapshot,numerator
208011169,green_space_per_resident,abs-erp-2024-25,denominator
208011169,green_space_per_resident,abs-sa2-2021,boundary
208011170,rent_weekly,abs-census-2021-g02,raw_measure
208011170,rent_weekly,abs-sa2-2021,boundary
208011170,population_growth,abs-erp-2024-25,endpoints
208011170,population_growth,abs-sa2-2021,boundary
208011170,transport_access,dtp-ptal-snapshot,raw_measure
208011170,transport_access,abs-sa2-2021,boundary
208011170,green_space_per_resident,vpa-open-space-snapshot,numerator
208011170,green_space_per_resident,abs-erp-2024-25,denominator
208011170,green_space_per_resident,abs-sa2-2021,boundary
208011171,rent_weekly,abs-census-2021-g02,raw_measure
208011171,rent_weekly,abs-sa2-2021,boundary
208011171,population_growth,abs-erp-2024-25,endpoints
208011171,population_growth,abs-sa2-2021,boundary
208011171,transport_access,dtp-ptal-snapshot,raw_measure
208011171,transport_access,abs-sa2-2021,boundary
208011171,green_space_per_resident,vpa-open-space-snapshot,numerator
208011171,green_space_per_resident,abs-erp-2024-25,denominator
208011171,green_space_per_resident,abs-sa2-2021,boundary
208011172,rent_weekly,abs-census-2021-g02,raw_measure
208011172,rent_weekly,abs-sa2-2021,boundary
208011172,population_growth,abs-erp-2024-25,endpoints
208011172,population_growth,abs-sa2-2021,boundary
208011172,transport_access,dtp-ptal-snapshot,raw_measure
208011172,transport_access,abs-sa2-2021,boundary
208011172,green_space_per_resident,vpa-open-space-snapshot,numerator
208011172,green_space_per_resident,abs-erp-2024-25,denominator
208011172,green_space_per_resident,abs-sa2-2021,boundary
208011173,rent_weekly,abs-census-2021-g02,raw_measure
208011173,rent_weekly,abs-sa2-2021,boundary
208011173,population_growth,abs-erp-2024-25,endpoints
208011173,population_growth,abs-sa2-2021,boundary
208011173,transport_access,dtp-ptal-snapshot,raw_measure
208011173,transport_access,abs-sa2-2021,boundary
208011173,green_space_per_resident,vpa-open-space-snapshot,numerator
208011173,green_space_per_resident,abs-erp-2024-25,denominator
208011173,green_space_per_resident,abs-sa2-2021,boundary
208021174,rent_weekly,abs-census-2021-g02,raw_measure
208021174,rent_weekly,abs-sa2-2021,boundary
208021174,population_growth,abs-erp-2024-25,endpoints
208021174,population_growth,abs-sa2-2021,boundary
208021174,transport_access,dtp-ptal-snapshot,raw_measure
208021174,transport_access,abs-sa2-2021,boundary
208021174,green_space_per_resident,vpa-open-space-snapshot,numerator
208021174,green_space_per_resident,abs-erp-2024-25,denominator
208021174,green_space_per_resident,abs-sa2-2021,boundary
208021176,rent_weekly,abs-census-2021-g02,raw_measure
208021176,rent_weekly,abs-sa2-2021,boundary
208021176,population_growth,abs-erp-2024-25,endpoints
208021176,population_growth,abs-sa2-2021,boundary
208021176,transport_access,dtp-ptal-snapshot,raw_measure
208021176,transport_access,abs-sa2-2021,boundary
208021176,green_space_per_resident,vpa-open-space-snapshot,numerator
208021176,green_space_per_resident,abs-erp-2024-25,denominator
208021176,green_space_per_resident,abs-sa2-2021,boundary
208021177,rent_weekly,abs-census-2021-g02,raw_measure
208021177,rent_weekly,abs-sa2-2021,boundary
208021177,population_growth,abs-erp-2024-25,endpoints
208021177,population_growth,abs-sa2-2021,boundary
208021177,transport_access,dtp-ptal-snapshot,raw_measure
208021177,transport_access,abs-sa2-2021,boundary
208021177,green_space_per_resident,vpa-open-space-snapshot,numerator
208021177,green_space_per_resident,abs-erp-2024-25,denominator
208021177,green_space_per_resident,abs-sa2-2021,boundary
208021178,rent_weekly,abs-census-2021-g02,raw_measure
208021178,rent_weekly,abs-sa2-2021,boundary
208021178,population_growth,abs-erp-2024-25,endpoints
208021178,population_growth,abs-sa2-2021,boundary
208021178,transport_access,dtp-ptal-snapshot,raw_measure
208021178,transport_access,abs-sa2-2021,boundary
208021178,green_space_per_resident,vpa-open-space-snapshot,numerator
208021178,green_space_per_resident,abs-erp-2024-25,denominator
208021178,green_space_per_resident,abs-sa2-2021,boundary
208021179,rent_weekly,abs-census-2021-g02,raw_measure
208021179,rent_weekly,abs-sa2-2021,boundary
208021179,population_growth,abs-erp-2024-25,endpoints
208021179,population_growth,abs-sa2-2021,boundary
208021179,transport_access,dtp-ptal-snapshot,raw_measure
208021179,transport_access,abs-sa2-2021,boundary
208021179,green_space_per_resident,vpa-open-space-snapshot,numerator
208021179,green_space_per_resident,abs-erp-2024-25,denominator
208021179,green_space_per_resident,abs-sa2-2021,boundary
208021180,rent_weekly,abs-census-2021-g02,raw_measure
208021180,rent_weekly,abs-sa2-2021,boundary
208021180,population_growth,abs-erp-2024-25,endpoints
208021180,population_growth,abs-sa2-2021,boundary
208021180,transport_access,dtp-ptal-snapshot,raw_measure
208021180,transport_access,abs-sa2-2021,boundary
208021180,green_space_per_resident,vpa-open-space-snapshot,numerator
208021180,green_space_per_resident,abs-erp-2024-25,denominator
208021180,green_space_per_resident,abs-sa2-2021,boundary
208021181,rent_weekly,abs-census-2021-g02,raw_measure
208021181,rent_weekly,abs-sa2-2021,boundary
208021181,population_growth,abs-erp-2024-25,endpoints
208021181,population_growth,abs-sa2-2021,boundary
208021181,transport_access,dtp-ptal-snapshot,raw_measure
208021181,transport_access,abs-sa2-2021,boundary
208021181,green_space_per_resident,vpa-open-space-snapshot,numerator
208021181,green_space_per_resident,abs-erp-2024-25,denominator
208021181,green_space_per_resident,abs-sa2-2021,boundary
208021182,rent_weekly,abs-census-2021-g02,raw_measure
208021182,rent_weekly,abs-sa2-2021,boundary
208021182,population_growth,abs-erp-2024-25,endpoints
208021182,population_growth,abs-sa2-2021,boundary
208021182,transport_access,dtp-ptal-snapshot,raw_measure
208021182,transport_access,abs-sa2-2021,boundary
208021182,green_space_per_resident,vpa-open-space-snapshot,numerator
208021182,green_space_per_resident,abs-erp-2024-25,denominator
208021182,green_space_per_resident,abs-sa2-2021,boundary
208021426,rent_weekly,abs-census-2021-g02,raw_measure
208021426,rent_weekly,abs-sa2-2021,boundary
208021426,population_growth,abs-erp-2024-25,endpoints
208021426,population_growth,abs-sa2-2021,boundary
208021426,transport_access,dtp-ptal-snapshot,raw_measure
208021426,transport_access,abs-sa2-2021,boundary
208021426,green_space_per_resident,vpa-open-space-snapshot,numerator
208021426,green_space_per_resident,abs-erp-2024-25,denominator
208021426,green_space_per_resident,abs-sa2-2021,boundary
208021427,rent_weekly,abs-census-2021-g02,raw_measure
208021427,rent_weekly,abs-sa2-2021,boundary
208021427,population_growth,abs-erp-2024-25,endpoints
208021427,population_growth,abs-sa2-2021,boundary
208021427,transport_access,dtp-ptal-snapshot,raw_measure
208021427,transport_access,abs-sa2-2021,boundary
208021427,green_space_per_resident,vpa-open-space-snapshot,numerator
208021427,green_space_per_resident,abs-erp-2024-25,denominator
208021427,green_space_per_resident,abs-sa2-2021,boundary
208031183,rent_weekly,abs-census-2021-g02,raw_measure
208031183,rent_weekly,abs-sa2-2021,boundary
208031183,population_growth,abs-erp-2024-25,endpoints
208031183,population_growth,abs-sa2-2021,boundary
208031183,transport_access,dtp-ptal-snapshot,raw_measure
208031183,transport_access,abs-sa2-2021,boundary
208031183,green_space_per_resident,vpa-open-space-snapshot,numerator
208031183,green_space_per_resident,abs-erp-2024-25,denominator
208031183,green_space_per_resident,abs-sa2-2021,boundary
208031184,rent_weekly,abs-census-2021-g02,raw_measure
208031184,rent_weekly,abs-sa2-2021,boundary
208031184,population_growth,abs-erp-2024-25,endpoints
208031184,population_growth,abs-sa2-2021,boundary
208031184,transport_access,dtp-ptal-snapshot,raw_measure
208031184,transport_access,abs-sa2-2021,boundary
208031184,green_space_per_resident,vpa-open-space-snapshot,numerator
208031184,green_space_per_resident,abs-erp-2024-25,denominator
208031184,green_space_per_resident,abs-sa2-2021,boundary
208031185,rent_weekly,abs-census-2021-g02,raw_measure
208031185,rent_weekly,abs-sa2-2021,boundary
208031185,population_growth,abs-erp-2024-25,endpoints
208031185,population_growth,abs-sa2-2021,boundary
208031185,transport_access,dtp-ptal-snapshot,raw_measure
208031185,transport_access,abs-sa2-2021,boundary
208031185,green_space_per_resident,vpa-open-space-snapshot,numerator
208031185,green_space_per_resident,abs-erp-2024-25,denominator
208031185,green_space_per_resident,abs-sa2-2021,boundary
208031186,rent_weekly,abs-census-2021-g02,raw_measure
208031186,rent_weekly,abs-sa2-2021,boundary
208031186,population_growth,abs-erp-2024-25,endpoints
208031186,population_growth,abs-sa2-2021,boundary
208031186,transport_access,dtp-ptal-snapshot,raw_measure
208031186,transport_access,abs-sa2-2021,boundary
208031186,green_space_per_resident,vpa-open-space-snapshot,numerator
208031186,green_space_per_resident,abs-erp-2024-25,denominator
208031186,green_space_per_resident,abs-sa2-2021,boundary
208031187,rent_weekly,abs-census-2021-g02,raw_measure
208031187,rent_weekly,abs-sa2-2021,boundary
208031187,population_growth,abs-erp-2024-25,endpoints
208031187,population_growth,abs-sa2-2021,boundary
208031187,transport_access,dtp-ptal-snapshot,raw_measure
208031187,transport_access,abs-sa2-2021,boundary
208031187,green_space_per_resident,vpa-open-space-snapshot,numerator
208031187,green_space_per_resident,abs-erp-2024-25,denominator
208031187,green_space_per_resident,abs-sa2-2021,boundary
208031188,rent_weekly,abs-census-2021-g02,raw_measure
208031188,rent_weekly,abs-sa2-2021,boundary
208031188,population_growth,abs-erp-2024-25,endpoints
208031188,population_growth,abs-sa2-2021,boundary
208031188,transport_access,dtp-ptal-snapshot,raw_measure
208031188,transport_access,abs-sa2-2021,boundary
208031188,green_space_per_resident,vpa-open-space-snapshot,numerator
208031188,green_space_per_resident,abs-erp-2024-25,denominator
208031188,green_space_per_resident,abs-sa2-2021,boundary
208031189,rent_weekly,abs-census-2021-g02,raw_measure
208031189,rent_weekly,abs-sa2-2021,boundary
208031189,population_growth,abs-erp-2024-25,endpoints
208031189,population_growth,abs-sa2-2021,boundary
208031189,transport_access,dtp-ptal-snapshot,raw_measure
208031189,transport_access,abs-sa2-2021,boundary
208031189,green_space_per_resident,vpa-open-space-snapshot,numerator
208031189,green_space_per_resident,abs-erp-2024-25,denominator
208031189,green_space_per_resident,abs-sa2-2021,boundary
208031190,rent_weekly,abs-census-2021-g02,raw_measure
208031190,rent_weekly,abs-sa2-2021,boundary
208031190,population_growth,abs-erp-2024-25,endpoints
208031190,population_growth,abs-sa2-2021,boundary
208031190,transport_access,dtp-ptal-snapshot,raw_measure
208031190,transport_access,abs-sa2-2021,boundary
208031190,green_space_per_resident,vpa-open-space-snapshot,numerator
208031190,green_space_per_resident,abs-erp-2024-25,denominator
208031190,green_space_per_resident,abs-sa2-2021,boundary
208031191,rent_weekly,abs-census-2021-g02,raw_measure
208031191,rent_weekly,abs-sa2-2021,boundary
208031191,population_growth,abs-erp-2024-25,endpoints
208031191,population_growth,abs-sa2-2021,boundary
208031191,transport_access,dtp-ptal-snapshot,raw_measure
208031191,transport_access,abs-sa2-2021,boundary
208031191,green_space_per_resident,vpa-open-space-snapshot,numerator
208031191,green_space_per_resident,abs-erp-2024-25,denominator
208031191,green_space_per_resident,abs-sa2-2021,boundary
208031192,rent_weekly,abs-census-2021-g02,raw_measure
208031192,rent_weekly,abs-sa2-2021,boundary
208031192,population_growth,abs-erp-2024-25,endpoints
208031192,population_growth,abs-sa2-2021,boundary
208031192,transport_access,dtp-ptal-snapshot,raw_measure
208031192,transport_access,abs-sa2-2021,boundary
208031192,green_space_per_resident,vpa-open-space-snapshot,numerator
208031192,green_space_per_resident,abs-erp-2024-25,denominator
208031192,green_space_per_resident,abs-sa2-2021,boundary
208031193,rent_weekly,abs-census-2021-g02,raw_measure
208031193,rent_weekly,abs-sa2-2021,boundary
208031193,population_growth,abs-erp-2024-25,endpoints
208031193,population_growth,abs-sa2-2021,boundary
208031193,transport_access,dtp-ptal-snapshot,raw_measure
208031193,transport_access,abs-sa2-2021,boundary
208031193,green_space_per_resident,vpa-open-space-snapshot,numerator
208031193,green_space_per_resident,abs-erp-2024-25,denominator
208031193,green_space_per_resident,abs-sa2-2021,boundary
208041194,rent_weekly,abs-census-2021-g02,raw_measure
208041194,rent_weekly,abs-sa2-2021,boundary
208041194,population_growth,abs-erp-2024-25,endpoints
208041194,population_growth,abs-sa2-2021,boundary
208041194,transport_access,dtp-ptal-snapshot,raw_measure
208041194,transport_access,abs-sa2-2021,boundary
208041194,green_space_per_resident,vpa-open-space-snapshot,numerator
208041194,green_space_per_resident,abs-erp-2024-25,denominator
208041194,green_space_per_resident,abs-sa2-2021,boundary
208041195,rent_weekly,abs-census-2021-g02,raw_measure
208041195,rent_weekly,abs-sa2-2021,boundary
208041195,population_growth,abs-erp-2024-25,endpoints
208041195,population_growth,abs-sa2-2021,boundary
208041195,transport_access,dtp-ptal-snapshot,raw_measure
208041195,transport_access,abs-sa2-2021,boundary
208041195,green_space_per_resident,vpa-open-space-snapshot,numerator
208041195,green_space_per_resident,abs-erp-2024-25,denominator
208041195,green_space_per_resident,abs-sa2-2021,boundary
209011196,rent_weekly,abs-census-2021-g02,raw_measure
209011196,rent_weekly,abs-sa2-2021,boundary
209011196,population_growth,abs-erp-2024-25,endpoints
209011196,population_growth,abs-sa2-2021,boundary
209011196,transport_access,dtp-ptal-snapshot,raw_measure
209011196,transport_access,abs-sa2-2021,boundary
209011196,green_space_per_resident,vpa-open-space-snapshot,numerator
209011196,green_space_per_resident,abs-erp-2024-25,denominator
209011196,green_space_per_resident,abs-sa2-2021,boundary
209011197,rent_weekly,abs-census-2021-g02,raw_measure
209011197,rent_weekly,abs-sa2-2021,boundary
209011197,population_growth,abs-erp-2024-25,endpoints
209011197,population_growth,abs-sa2-2021,boundary
209011197,transport_access,dtp-ptal-snapshot,raw_measure
209011197,transport_access,abs-sa2-2021,boundary
209011197,green_space_per_resident,vpa-open-space-snapshot,numerator
209011197,green_space_per_resident,abs-erp-2024-25,denominator
209011197,green_space_per_resident,abs-sa2-2021,boundary
209011198,rent_weekly,abs-census-2021-g02,raw_measure
209011198,rent_weekly,abs-sa2-2021,boundary
209011198,population_growth,abs-erp-2024-25,endpoints
209011198,population_growth,abs-sa2-2021,boundary
209011198,transport_access,dtp-ptal-snapshot,raw_measure
209011198,transport_access,abs-sa2-2021,boundary
209011198,green_space_per_resident,vpa-open-space-snapshot,numerator
209011198,green_space_per_resident,abs-erp-2024-25,denominator
209011198,green_space_per_resident,abs-sa2-2021,boundary
209011199,rent_weekly,abs-census-2021-g02,raw_measure
209011199,rent_weekly,abs-sa2-2021,boundary
209011199,population_growth,abs-erp-2024-25,endpoints
209011199,population_growth,abs-sa2-2021,boundary
209011199,transport_access,dtp-ptal-snapshot,raw_measure
209011199,transport_access,abs-sa2-2021,boundary
209011199,green_space_per_resident,vpa-open-space-snapshot,numerator
209011199,green_space_per_resident,abs-erp-2024-25,denominator
209011199,green_space_per_resident,abs-sa2-2021,boundary
209011200,rent_weekly,abs-census-2021-g02,raw_measure
209011200,rent_weekly,abs-sa2-2021,boundary
209011200,population_growth,abs-erp-2024-25,endpoints
209011200,population_growth,abs-sa2-2021,boundary
209011200,transport_access,dtp-ptal-snapshot,raw_measure
209011200,transport_access,abs-sa2-2021,boundary
209011200,green_space_per_resident,vpa-open-space-snapshot,numerator
209011200,green_space_per_resident,abs-erp-2024-25,denominator
209011200,green_space_per_resident,abs-sa2-2021,boundary
209011201,rent_weekly,abs-census-2021-g02,raw_measure
209011201,rent_weekly,abs-sa2-2021,boundary
209011201,population_growth,abs-erp-2024-25,endpoints
209011201,population_growth,abs-sa2-2021,boundary
209011201,transport_access,dtp-ptal-snapshot,raw_measure
209011201,transport_access,abs-sa2-2021,boundary
209011201,green_space_per_resident,vpa-open-space-snapshot,numerator
209011201,green_space_per_resident,abs-erp-2024-25,denominator
209011201,green_space_per_resident,abs-sa2-2021,boundary
209011202,rent_weekly,abs-census-2021-g02,raw_measure
209011202,rent_weekly,abs-sa2-2021,boundary
209011202,population_growth,abs-erp-2024-25,endpoints
209011202,population_growth,abs-sa2-2021,boundary
209011202,transport_access,dtp-ptal-snapshot,raw_measure
209011202,transport_access,abs-sa2-2021,boundary
209011202,green_space_per_resident,vpa-open-space-snapshot,numerator
209011202,green_space_per_resident,abs-erp-2024-25,denominator
209011202,green_space_per_resident,abs-sa2-2021,boundary
209011203,rent_weekly,abs-census-2021-g02,raw_measure
209011203,rent_weekly,abs-sa2-2021,boundary
209011203,population_growth,abs-erp-2024-25,endpoints
209011203,population_growth,abs-sa2-2021,boundary
209011203,transport_access,dtp-ptal-snapshot,raw_measure
209011203,transport_access,abs-sa2-2021,boundary
209011203,green_space_per_resident,vpa-open-space-snapshot,numerator
209011203,green_space_per_resident,abs-erp-2024-25,denominator
209011203,green_space_per_resident,abs-sa2-2021,boundary
209011204,rent_weekly,abs-census-2021-g02,raw_measure
209011204,rent_weekly,abs-sa2-2021,boundary
209011204,population_growth,abs-erp-2024-25,endpoints
209011204,population_growth,abs-sa2-2021,boundary
209011204,transport_access,dtp-ptal-snapshot,raw_measure
209011204,transport_access,abs-sa2-2021,boundary
209011204,green_space_per_resident,vpa-open-space-snapshot,numerator
209011204,green_space_per_resident,abs-erp-2024-25,denominator
209011204,green_space_per_resident,abs-sa2-2021,boundary
209021205,rent_weekly,abs-census-2021-g02,raw_measure
209021205,rent_weekly,abs-sa2-2021,boundary
209021205,population_growth,abs-erp-2024-25,endpoints
209021205,population_growth,abs-sa2-2021,boundary
209021205,transport_access,dtp-ptal-snapshot,raw_measure
209021205,transport_access,abs-sa2-2021,boundary
209021205,green_space_per_resident,vpa-open-space-snapshot,numerator
209021205,green_space_per_resident,abs-erp-2024-25,denominator
209021205,green_space_per_resident,abs-sa2-2021,boundary
209021428,rent_weekly,abs-census-2021-g02,raw_measure
209021428,rent_weekly,abs-sa2-2021,boundary
209021428,population_growth,abs-erp-2024-25,endpoints
209021428,population_growth,abs-sa2-2021,boundary
209021428,transport_access,dtp-ptal-snapshot,raw_measure
209021428,transport_access,abs-sa2-2021,boundary
209021428,green_space_per_resident,vpa-open-space-snapshot,numerator
